date,Actual,XGBoost,LightGBM,ExtraTrees,CatBoost,KNN,SVR,ElasticNet,BayesianRidge,LSTM,Prophet,NeuralProphet,SARIMAX,AR_Eco,TFT,N-HiTS,Ensemble_Avg,Bandit_Online,frank_wolfe_3_weeks,nnls_3_weeks,ensemble_selection_3_weeks,Bandit_3_weeks,frank_wolfe_3_weeks_weighted,nnls_3_weeks_weighted,ensemble_selection_3_weeks_weighted,frank_wolfe_3_weeks_exponential,nnls_3_weeks_exponential,ensemble_selection_3_weeks_exponential,frank_wolfe_4_weeks,nnls_4_weeks,ensemble_selection_4_weeks,Bandit_4_weeks,frank_wolfe_4_weeks_weighted,nnls_4_weeks_weighted,ensemble_selection_4_weeks_weighted,frank_wolfe_4_weeks_exponential,nnls_4_weeks_exponential,ensemble_selection_4_weeks_exponential,frank_wolfe_5_weeks,nnls_5_weeks,ensemble_selection_5_weeks,Bandit_5_weeks,frank_wolfe_5_weeks_weighted,nnls_5_weeks_weighted,ensemble_selection_5_weeks_weighted,frank_wolfe_5_weeks_exponential,nnls_5_weeks_exponential,ensemble_selection_5_weeks_exponential,frank_wolfe_6_weeks,nnls_6_weeks,ensemble_selection_6_weeks,Bandit_6_weeks,frank_wolfe_6_weeks_weighted,nnls_6_weeks_weighted,ensemble_selection_6_weeks_weighted,frank_wolfe_6_weeks_exponential,nnls_6_weeks_exponential,ensemble_selection_6_weeks_exponential,frank_wolfe_7_weeks,nnls_7_weeks,ensemble_selection_7_weeks,Bandit_7_weeks,frank_wolfe_7_weeks_weighted,nnls_7_weeks_weighted,ensemble_selection_7_weeks_weighted,frank_wolfe_7_weeks_exponential,nnls_7_weeks_exponential,ensemble_selection_7_weeks_exponential,frank_wolfe_8_weeks,nnls_8_weeks,ensemble_selection_8_weeks,Bandit_8_weeks,frank_wolfe_8_weeks_weighted,nnls_8_weeks_weighted,ensemble_selection_8_weeks_weighted,frank_wolfe_8_weeks_exponential,nnls_8_weeks_exponential,ensemble_selection_8_weeks_exponential,frank_wolfe_9_weeks,nnls_9_weeks,ensemble_selection_9_weeks,Bandit_9_weeks,frank_wolfe_9_weeks_weighted,nnls_9_weeks_weighted,ensemble_selection_9_weeks_weighted,frank_wolfe_9_weeks_exponential,nnls_9_weeks_exponential,ensemble_selection_9_weeks_exponential,frank_wolfe_10_weeks,nnls_10_weeks,ensemble_selection_10_weeks,Bandit_10_weeks,frank_wolfe_10_weeks_weighted,nnls_10_weeks_weighted,ensemble_selection_10_weeks_weighted,frank_wolfe_10_weeks_exponential,nnls_10_weeks_exponential,ensemble_selection_10_weeks_exponential,frank_wolfe_11_weeks,nnls_11_weeks,ensemble_selection_11_weeks,Bandit_11_weeks,frank_wolfe_11_weeks_weighted,nnls_11_weeks_weighted,ensemble_selection_11_weeks_weighted,frank_wolfe_11_weeks_exponential,nnls_11_weeks_exponential,ensemble_selection_11_weeks_exponential
2025-03-02,287697.592,342941.22,322923.595093935,317131.0999216065,332283.7290373652,329790.24844,334943.87031955126,317893.52621112845,307517.8962124635,339770.16,312989.6034427714,314906.78,304677.6896748767,315485.1677253634,303698.96875,294596.90625,319436.6971552707,303698.96875,312440.5258710964,312807.6715691724,311663.0404162735,294596.90625,312723.7820706308,314827.3636989937,313459.56979336747,312743.17114726134,312956.24052894016,311389.8925462882,309350.75265533465,313615.6882616281,309535.75715809903,294596.90625,309336.1818102503,316409.37479819596,309110.66903545207,310407.09004277666,313424.21148532367,309826.2280812837,304449.4272522777,309992.82184104214,303627.97608706256,294596.90625,306428.32947588526,316680.63386723865,307139.08666767075,307064.36373135226,312999.64874505094,306715.14165209496,308289.8002433166,313095.7008373293,307405.2295248136,294596.90625,308371.2543859562,315437.664539788,308127.1303875588,308336.26324919646,313203.0169404056,308251.3631270929,309740.62339113926,313860.09342499357,309248.2091530408,294596.90625,309141.8830579876,316050.9738093015,308127.1303875588,308725.1626453381,313495.29236937297,308684.79467471194,308473.9732917852,312946.05985042825,307793.9726494635,294596.90625,308236.70086151356,314640.9097525723,307693.69883993967,308632.0691463577,313153.511252387,308684.79467471194,307810.1951048892,312541.4339742286,307999.52367329504,294596.90625,307418.6581184761,312834.51947269443,307899.2498637712,308123.6618511911,312074.93552776414,307590.98437556025,306924.9791084047,314430.74588004476,306643.64364388323,294596.90625,306737.08592262026,314503.35314892576,305576.2329295975,307532.8478990891,312141.83194430114,307222.6411622204,305553.14342967595,314009.57523424126,304700.3902061322,303698.96875,306046.00938367646,314166.21330227563,306009.66447721655,307403.38379446964,312072.43354416447,307222.6411622204
2025-03-03,327104.247,354591.28,338385.296702922,333827.8777357559,349355.03986999916,373427.13535999996,370256.62747382175,337963.10714906454,327894.65373648494,364786.7,340872.2289587715,313914.1,335001.92811863753,335457.7167092027,328536.0625,328298.03125,342171.1845376441,328536.0625,337350.6183458909,336875.14010371175,336944.72187080444,328298.03125,334748.96566897095,335223.56232840515,332994.00437329756,335352.3521577382,335791.3694472406,335576.0080731123,335912.26476562594,338111.00000254845,335642.9777053844,328298.03125,334979.4099082664,338260.1034086113,335696.1906226946,335062.6735019843,336379.8127941508,334988.57157507556,330205.9936817477,336791.2019662273,329524.7925030949,328298.03125,329429.5746282782,338951.614703773,329983.6527828971,331067.3650225835,337332.7127993003,331194.22922506905,328408.969464405,332213.71221193933,328577.1031350041,328298.03125,328318.17910161277,334012.9137836839,329213.99318563094,330265.6550969703,335573.54972694046,330520.61464173574,328923.91145126784,333052.30028519453,329175.8744544694,328298.03125,328380.18302976055,333724.8717181445,328517.70895944047,330595.36804042116,335598.4749880997,330520.61464173574,329990.34390171303,334951.22510795883,329175.8744544694,328298.03125,330367.8462417622,334334.1807267633,330921.14862056845,330770.48699929577,335697.10582955176,331108.05113977246,331447.8551151184,335619.67255163594,330327.63439632347,328298.03125,331600.66216729715,335176.7922414505,331093.80697911564,330959.3324858096,335435.7902217809,331205.56404649763,331385.3443468952,337742.7130065835,331465.9431278688,328298.03125,331105.11433139024,336876.8494180004,331227.93312167824,330825.044461061,335426.8513850393,331205.56404649763,331694.8539567981,338586.1270151394,330921.5026516783,328536.0625,331211.7276880035,336847.1903217854,330161.12392324605,330779.9747283006,335435.9974518243,331205.56404649763
2025-03-04,318104.395,351122.5,351132.94938249834,342685.2516202909,368047.9337388254,358996.39736,395525.9619731407,349178.02720113023,356341.08790052705,363299.8,331809.4246199706,332012.88,340184.71397611604,356231.87950455514,321129.71875,325927.46875,349575.06681847025,321129.71875,334262.37884736044,333732.95379576855,334145.23505056533,325927.46875,329720.1514800041,335198.752112043,330263.8376728947,329928.0401631637,331863.61580126965,329053.72249334725,333694.34577032964,334819.2478836636,334263.4444930443,325927.46875,329292.89921493863,332739.6338709473,328815.5700942982,329565.9956637221,330948.6755477551,328763.9412433472,327957.24547356716,333832.87035296217,327511.536314294,325927.46875,327115.67582872795,331488.7055131526,327334.70087953063,327483.34770649474,333780.25871465635,327045.2686414202,327240.55629919155,329549.23634207126,326836.1805823753,325927.46875,326620.6771270032,330041.04567836534,326598.0281833263,327209.304950294,332254.35270511627,327335.0498914202,327844.9512820069,333681.52754331345,327634.17024286534,325927.46875,326892.91669486166,330101.500900737,326887.8094333263,327284.4329556181,332757.6450428077,327335.0498914202,329235.7897668375,335544.8198688124,328142.72766524495,325927.46875,327562.8615597375,331791.05635486747,328303.39856886957,327305.0137115112,333105.01663367223,327335.0498914202,329478.39234173286,333604.6292438649,329821.71789221687,325927.46875,329658.68833966606,334523.4284816922,329062.71853964956,327251.4969800751,332963.8510910608,327335.0498914202,328918.115109396,337567.9630546482,330110.5087698661,325927.46875,328436.135115464,337013.0134947795,329014.1886961454,327303.07938699686,333456.79104745405,327335.0498914202,328163.2513981555,338438.6714184026,328164.03555558034,321129.71875,327933.6679185444,336766.188522424,328936.5411170081,327203.8903319149,333328.10399478476,327335.0498914202
2025-03-05,282368.209,329943.5,316559.0043655241,324031.068958038,334398.51429127634,335082.81116,343949.58388454595,334964.86640626873,324181.8824483121,345070.2,312186.873722068,317656.34,307041.4570609191,330580.1185392694,311548.625,306569.9375,324917.6516390815,311548.625,313973.5657114573,314189.8976586942,314359.39230094245,306569.9375,311658.76178178255,313526.6429263098,311545.53421574854,312163.3869188224,313500.8279812196,312391.22046062705,313182.7989804034,314082.3206606506,312701.9603986419,306569.9375,311175.9722621067,312872.508874211,311017.6101086057,311741.2072646172,312910.8052578823,311789.6367726122,310723.74022426514,313953.4652956907,310475.48220696714,306569.9375,310263.28979157866,312832.6013799185,310238.40184982424,310722.31723424915,313929.45687053114,310416.0264205908,311560.8878360103,315141.8576699591,311701.9327922986,306569.9375,310900.1905830271,313572.10995319544,310936.92832801293,310995.5502908534,314451.5241862518,310943.95052773366,312060.39885864244,314670.622351073,312005.49113553856,306569.9375,311154.15611469,312701.62205637904,311174.0086851558,311039.79738507257,314059.20738846937,310943.95052773366,312753.50414899,316319.2907945867,312563.80803897034,306569.9375,311554.47348934424,312632.0699232653,311441.48183858756,311128.9290159445,314151.10137691785,310943.95052773366,311873.854186402,314689.04462679743,312115.67521073495,306569.9375,311264.8115808436,313116.76581932674,311002.6484250207,310986.0732409615,313649.1432610792,310943.95052773366,311528.01537757285,316686.1725370905,312418.8560553011,306569.9375,310470.09155971406,313431.9175175144,311507.1363797695,310905.1542614122,313769.101475242,310943.95052773366,311346.89584003674,317569.2366571782,311142.6330488975,311548.625,310032.8177764471,313805.3557917657,310905.55269175465,310868.3688561091,313673.72617591184,310943.95052773366
2025-03-06,257196.062,300176.06,299356.53965750575,285831.7884546584,309202.3120436978,306407.18888000003,300798.9937074565,306822.03580990917,285807.5430974446,313028.12,291387.37840160023,286950.72,277042.74756676645,296035.5562148454,276717.5,273641.5625,293947.07017225894,276717.5,284150.60324475146,284037.31416583224,284048.89357213833,273641.5625,280258.8644711026,280739.721547772,280565.22716236196,282458.5993918488,283110.79683921335,282401.77808156196,283302.7679431823,284087.0719662997,283413.96968608047,273641.5625,279982.37698145345,280924.8585712144,280077.93103140953,282150.8374482835,283520.63980643905,282401.77808156196,280119.67131621315,281413.825225723,280154.2020458409,273641.5625,278468.23868875,279216.2178851336,278241.38011220953,280787.238422384,282414.4454656687,280711.70037664764,280645.7042606091,282996.4381858411,280435.6345764953,273641.5625,279060.15545187553,281043.2002754278,279655.3920169714,280824.44168047636,283013.63940512884,280500.4308694287,281453.0227805489,282363.91674788157,281069.4039217334,273641.5625,279769.9817660744,280456.52716183185,279655.3920169714,281069.2164885785,282570.02894670167,281345.46972188575,281851.203412243,282657.5663106878,281714.68716488854,273641.5625,280315.3849291674,280896.4178456725,279801.86523125716,281153.5886565294,282392.07912761654,281345.46972188575,281198.5114975594,282570.5657432042,281080.90082967456,273641.5625,279487.49537366634,280360.90708360117,279065.5051774393,280963.9391418297,282033.64625206374,281345.46972188575,280844.50230167166,283068.99333208613,280327.8982556672,273641.5625,279239.05985790386,280914.4017278524,279064.3506366196,280961.93983142683,282146.11846922146,281345.46972188575,279096.66545060487,284302.74503559526,279849.78018713696,273641.5625,278233.40305084555,281685.7168777847,278230.73275130824,280650.98696137767,282210.52898695815,280013.13473847625
2025-03-07,259704.676,265304.2,266922.976837937,264819.9873876093,275662.64247484104,298630.34252,273245.7691308589,288730.74993218144,270146.68230576755,289969.97,276483.56358284585,254627.25,263362.862040286,277899.71997572895,245829.6875,239822.640625,270097.2687042037,245829.6875,258025.73513782158,258120.5645524964,258272.23914791158,239822.640625,250092.3445748684,250604.63225703812,250400.61260901092,254331.8728051373,256085.67830603546,254178.1789323772,256293.41537311507,258134.87450967747,255622.1809171756,239822.640625,249916.65082229927,251731.821759742,249695.63121020136,253918.41671380214,256510.10387033114,253473.19753356767,251377.54907315475,254405.54586238932,250986.12341081744,239822.640625,248776.0467081503,250854.7951239485,249409.58135901092,252000.4131159986,255346.23240390385,251441.38944628928,250098.9563528082,255724.32717001735,250350.86702173256,239822.640625,247532.08487887998,252179.55528449724,247195.1459880256,250948.60049478826,255783.5488295437,250686.6624602014,251795.8319998292,253940.0726979243,251341.8982717325,239822.640625,248982.01421822433,251145.2072830352,247900.1273868351,251349.80731717142,254966.82776704925,250686.6624602014,253188.71430925434,254559.50527137108,253506.58805543947,239822.640625,250465.04200446414,252349.7187770589,250350.86702173256,251806.56927330804,254878.90349105472,251391.6438590109,252680.64369451033,253615.47984630975,252948.22964329895,239822.640625,250231.6633878302,252051.83275831133,251052.8983986509,251634.87208872457,254687.73581544613,251391.6438590109,251656.05567605095,253539.19693616361,251355.4602299576,239822.640625,250143.2520555903,252569.87731172572,249723.1216882909,251699.7240167791,254602.6858037797,250686.6624602014,249273.3557718999,252739.76577408335,250475.85031433788,239822.640625,248311.04015498573,252221.6243284954,248146.89272828164,251256.54495750484,254512.51329182286,250686.6624602014
2025-03-08,207975.263,233078.83,226576.9182100954,236642.71361404387,221183.11885380247,216283.03843999997,202432.6506009492,249706.19224388225,238102.57515596523,235205.7,234022.3116958119,229274.16,218239.18561452703,241434.484748322,208027.03125,227213.03125,227828.1292784933,208027.03125,226416.25127169065,224971.5993837769,225965.47752539272,227213.03125,226411.726256574,225470.1005903356,226623.6636521815,225607.1727967199,222783.19572204968,225769.1799063451,225191.2926287275,224504.13414033048,225207.14323003983,227213.03125,224421.79509586951,222055.80699390377,224531.3094089255,224464.47149241137,220418.1380392721,224266.1932609076,224800.8761920121,223842.95013240038,224590.44471070817,227213.03125,225084.8538259546,225969.12518441206,224855.56085872606,224597.0804135392,223218.91117459803,224266.1932609076,223399.5910294861,223031.4176755979,222900.368932735,227213.03125,223464.10292095208,224399.3632861969,222866.1129288643,223970.6863168584,222045.67298929254,223941.94181110704,223744.86603841605,224267.21658318263,223322.7691920594,227213.03125,223472.57528080663,224354.03155695673,223715.83917083027,223953.21051350317,222609.6181053043,223941.94181110704,223967.86302791134,224823.10973388815,223420.9180015832,227213.03125,223342.00200056488,224305.64967968225,222900.368932735,223946.20499149492,223314.40214329006,223941.94181110704,223288.9971982465,223849.55199986952,223745.16945138376,227213.03125,222264.35264161555,223492.02045786983,221559.4239024744,223786.03974263175,222935.02231546422,223028.322763488,222713.16824907134,224874.79527915083,223659.06057606929,227213.03125,221606.01513197558,223881.43261958144,221947.56815792806,223741.57254955627,223541.48070882354,223941.94181110704,222586.7746160964,224394.97051001212,222299.67525434503,227213.03125,221526.1698692061,222926.4529040136,221922.20278410695,223748.95895946695,223269.21326394088,223941.94181110704
2025-03-09,217171.966,208762.17,206152.29873175063,211701.2885003508,203997.22126478475,208517.9134,198951.39401539206,228004.65714490006,206171.23136801337,216632.34,227996.43726588978,217984.0,204834.3131700909,216623.8296081798,208562.375,212858.953125,211850.02854795678,208562.375,217494.49990821315,211401.65887462793,217097.70231406373,212858.953125,215423.19241106618,210507.493401005,215372.5364137409,216561.85222074913,210022.74848599173,216227.47689954427,216706.73649564985,213798.88491855684,216807.3732906782,212858.953125,215285.00038366573,211113.76608093857,215644.7201823547,216567.64594734897,211312.56301354597,216881.78638029657,216267.08495122805,214380.22378955662,215842.4908613501,212858.953125,215548.2457971954,214452.04457765556,215644.7201823547,216482.13410953182,213210.74864309104,216160.95380215897,214092.92286387022,212766.00447477348,213793.85710941284,212858.953125,213824.03888104795,213473.95231517317,213998.45606774616,215362.43522112299,212726.8981237135,215440.12122402136,215610.1649413104,214465.68309028324,215246.83924112187,212858.953125,214571.37595156336,214295.9406365419,214486.5557701271,215639.3819962593,213158.8691126841,215684.17107521184,216059.87009263627,215584.27474836988,216211.72167044994,212858.953125,215104.16970823237,214899.2774126224,215002.78938993136,215773.57603764773,213698.92581694195,215684.17107521184,215971.45598825952,215263.1963661802,215967.67181925947,212858.953125,214742.16244009603,214793.93985217222,214825.2626361262,215787.76441644254,213728.04122153827,215684.17107521184,213446.16843329946,213331.58923677256,213208.7565836126,212858.953125,212942.24136823893,213337.38733792896,213273.65553632623,215690.32891108817,213655.06660336157,215684.17107521184,213006.04469009675,211627.34613627396,213461.08784984623,212858.953125,212604.78888131864,211760.29800479722,212371.53432422003,215590.40541164714,213378.99352851513,215684.17107521184
2025-03-10,237629.171,215299.6,225815.46342465797,224882.55990690438,230627.2200458958,234338.16968000002,226127.00722552522,247477.97171042458,238432.7442678231,227023.77,264620.71887493617,257439.53,229021.38768066606,239239.3967119641,229851.234375,250384.875,236038.7759685865,229851.234375,249055.60865388997,241530.21947665268,249184.36880885164,250384.875,243706.66552941073,237130.01464589091,242742.9554120573,244909.47786970646,238075.917795116,245793.95631415927,249078.41241413052,242887.69315175572,249362.73429316463,250384.875,247145.10556394377,237193.83538186815,247229.70984522597,248005.17160557664,238246.0824868212,247607.71208926744,248672.88959592706,244200.8377610051,249071.22225829575,250384.875,247461.3762732718,240134.65999725807,247907.60717260384,248017.87122011528,240220.62992886477,247607.71208926744,246559.11082378152,239842.84274612792,246551.812517848,250384.875,245814.5298291332,238379.95739894413,246551.812517848,247109.59384457237,238945.31270583894,246251.91743451165,247950.80538869713,243331.85271731333,248237.51788094023,250384.875,245038.36025797224,240989.93321513367,243878.81385978757,247014.8456661163,239900.0243767129,246212.40092525765,248267.472960094,244146.50935045155,248573.453892845,250384.875,245500.3695356683,240659.8977728496,244892.6471990702,247064.95599140006,240103.2036923353,246212.40092525765,247474.69554874624,242878.7935630819,247023.12192412614,250384.875,245035.86896484293,239944.92696609738,244892.6471990702,247133.7310248025,240121.94388247875,246548.33693716238,243620.46538975532,240243.64616277913,244283.9816073316,250384.875,242772.630866536,239998.26112011942,243539.40226719715,246740.03534206204,240166.26433496195,245234.6085145434,242807.2586494604,237293.35087595956,242351.84262405697,250384.875,242297.59812974848,238086.09299414582,241013.63563266315,246738.3083563532,239985.42347153273,246212.40092525765
2025-03-11,253409.545,243924.61,255890.67254353114,246190.8780132349,253881.0290291549,242442.80939999997,251951.6020382063,263355.93624379137,254952.4696014896,244880.14,280550.09857801546,259149.12,236546.26790172997,253724.74753673593,247598.796875,244082.53125,251941.44760072595,247598.796875,256388.11026302053,252838.63660169972,255831.54285720468,244082.53125,250837.86204333894,252544.80454952765,250430.46191876102,252705.4356194036,253347.5356905634,252167.0127439046,257522.41465752525,254104.39054995417,257893.44743734965,244082.53125,254361.5015868079,250837.4897552415,253937.3739173846,255672.7863712528,252109.04765407834,255673.9247425282,256845.88151318143,254498.71110386384,257637.8855697447,244082.53125,255018.3692527274,251629.23127323363,255506.48352229013,255892.95988380947,252281.3462547152,255673.9247425282,251391.91315444704,249400.90202834582,250947.24413677532,244082.53125,250552.19254457174,249323.1056182105,250296.83104685933,253202.32549055194,250779.2665233349,253769.9326971465,253782.6059543436,252276.11254642648,254185.75240771723,244082.53125,251483.58471657283,250650.8283929294,250822.85942908458,253601.9442284055,251340.91866342997,253769.9326971465,255047.04568125622,254195.27832979572,254903.20925295533,244082.53125,252774.41908812025,252127.71738411835,253635.7367827172,253882.43537633115,251803.69311296917,254487.3895423846,255286.66356829283,254077.0619441489,254286.14987263316,244082.53125,252987.47673288977,252605.09321643793,253276.86709946627,253990.5357251569,252015.7598587399,254487.3895423846,252042.02925240068,251881.96132979853,251365.35496479887,244082.53125,250688.29822846258,252247.0929799094,250822.85942908458,253674.34165726946,251997.9215605249,252391.96903399006,249570.20962002676,249621.4889740154,249473.6397369663,244082.53125,248995.34527842893,251332.48344941996,248931.14420125197,253656.7570301423,251832.209405741,252391.96903399006
2025-03-12,258208.842,247127.53,254211.52913379623,254932.4584550986,248403.18611320754,241599.33556,251287.25551123134,267293.4602779856,258525.0210495576,243193.12,278876.4088200181,268229.03,235978.2755018759,257468.39659980044,241477.34375,251353.34375,253330.38013483808,241477.34375,255071.64574220544,251495.30586810262,254985.82538092887,251353.34375,249716.32409222698,253482.39082231038,249851.5271210156,250807.1487244434,253194.40383110516,249589.66672824777,257790.28712058917,254790.13499376565,257369.40054167653,251353.34375,253613.8036418728,251748.28625996353,252571.6862277118,253775.91587942542,252177.4491617095,253882.30837390313,256407.4009977064,252784.02912621544,256531.46640732881,251353.34375,254167.119597075,250884.46730764408,254144.16876667095,254249.16618928328,251607.8477726158,253882.30837390313,253571.20655872428,251878.32831703554,253104.21565072154,251353.34375,251991.66975377232,251356.43010877862,251993.210188574,252846.43685021723,251581.97229669214,252571.6862277118,255455.07199692688,252124.6543550851,255714.64483476532,251353.34375,250765.4262128331,250502.9193245453,250021.89999494224,252218.6847110804,251446.0862568952,252309.82583494397,256218.4102580733,254373.1864715785,255714.64483476532,251353.34375,252033.82985095278,251964.20586158382,251594.38253390143,252508.44958481012,251833.14104801643,252571.6862277118,257331.25900190623,257159.15059331676,257828.87114762334,251353.34375,252918.2013799947,254396.1017817273,252397.9867005681,252680.19319225708,252375.78531183087,252571.6862277118,252793.49059620645,253527.9621337204,252405.18285541932,251353.34375,250237.16022307827,253098.72540922748,250528.91797446692,252304.976512667,252244.97970316486,252571.6862277118,250883.6988946569,251276.37490781682,251159.20671550988,251353.34375,249326.37482218468,252425.48561479134,249354.39989417064,252246.358581766,252103.91395699768,252571.6862277118
2025-03-13,300592.383,291715.75,296353.1035816643,282707.0740073793,284935.44839569065,261719.43675999998,299005.61189786723,290137.2446666129,291855.27888754377,283111.4,316193.138092402,270291.47,271427.4352664462,289057.1698624543,277530.4375,265644.1875,284778.9460945374,277530.4375,285567.45623636775,284960.054876824,285553.6107624732,265644.1875,280551.5875698114,287593.38628964935,281580.8296473133,282126.83842925273,287061.08910147514,281596.05605050887,284620.25822107564,282420.0194085144,284516.63375294243,265644.1875,281434.79186867224,281999.1415281939,281917.1280108788,282382.7609307016,282080.3977540959,281917.1280108788,283482.51701963594,281163.4434078409,284295.3346457996,265644.1875,281348.6791902016,280898.87985711393,281917.1280108788,282199.34929391905,281553.07189612667,281917.1280108788,278021.90166601585,277395.62310580007,278915.1369703327,265644.1875,277800.07393754425,278179.8559133965,276536.93033541203,280291.781746847,280475.7000872124,279510.03512552637,277957.72902245604,278470.34697661997,277200.82765684056,265644.1875,276055.42457468493,279577.5014388636,274901.9220587687,279349.1773015526,280403.20582478755,279510.03512552637,279655.21625071537,280246.7783373846,279898.5396961718,265644.1875,277917.9982838648,280542.77019647264,277545.5404544596,280005.5830407221,280787.6948299768,279510.03512552637,280480.6210980175,282244.81584813405,280119.83880331466,265644.1875,278680.2044558222,282404.7462228066,277545.5404544596,280125.224197507,281325.42177156155,279510.03512552637,278606.9292925345,281573.5495865789,278496.4242766714,265644.1875,277565.070409672,282607.44524646626,277599.6340980999,280020.8875384235,281497.5455645595,279510.03512552637,278508.3890329899,281945.20520979963,278787.0434306501,277530.4375,277663.18305233144,283257.017526831,276654.87054996955,279867.26331576554,281608.02528619464,279510.03512552637
2025-03-14,307909.377,311505.34,311847.943058218,316573.3883517942,309794.94278989424,275224.1648,316550.6594119348,310396.821534837,313619.93435178755,309915.34,306501.5046638386,296488.06,288380.33824125724,305544.99918964057,278303.5625,291404.46875,302803.43184288015,278303.5625,292336.47594083234,289913.07047455234,292741.5258029476,291404.46875,290094.4152783206,291466.35564372706,290774.91397371714,290315.31095115305,291676.242793759,289576.1610377602,293564.15760105423,294026.67418832186,293415.3873849917,291404.46875,289973.7591719853,293114.884674489,289237.6890175806,290833.7769076355,292107.1232780331,290488.02614573576,291784.8055175646,292114.5863740983,292948.29028767854,291404.46875,289825.66003021545,291978.0234116076,289237.6890175806,290757.69782428764,291892.8851363696,290488.02614573576,291570.43057273235,292060.03578173276,292853.23649416247,291404.46875,289940.79759046744,291547.537454704,289766.48790263594,290757.82692841,291955.1994610843,290632.0323604378,290505.3556510821,292671.7189743762,289678.3712019769,291404.46875,289494.06032897683,292897.14809402,289534.36498727486,290293.6152191699,292123.00183011434,289769.11967364815,291174.9396886432,293004.04621725867,290639.3535669216,291404.46875,289949.75824456173,292196.7037298242,289773.424995493,290290.4514203632,292059.17669669865,290011.1955665053,291980.03122866724,294818.3443490749,292703.802119388,291404.46875,290580.7023564327,294627.47268792964,290495.34735221957,290387.49092784326,292372.8040624428,290011.1955665053,291532.81573623675,294557.8477655222,291212.73143218213,291404.46875,290784.0821407424,294325.4461056724,290588.87875361065,290320.4658710572,292648.7740830391,290011.1955665053,291140.69395112194,294997.6124612803,292173.2815040267,291404.46875,290294.73592580436,294675.77967203426,290206.16219408653,290303.815367866,292899.8120787004,290011.1955665053
2025-03-15,267578.325,283877.5,291917.35066642327,305041.49954650144,295137.165924721,266425.15148,282463.61115575593,287321.1305213078,288077.63088289235,283610.38,278491.6447798444,268548.03,261393.95020978322,288422.0759173328,271539.25,273467.28125,281715.5765723042,271539.25,273262.8593439885,273421.9042029252,273042.5389947071,271539.25,273866.6508840247,275066.25929978606,273856.7149266148,273652.43052084954,275058.93268445216,273856.7149266148,274572.81135420065,277198.35074789025,273975.25862757454,273467.28125,275638.6485459849,277561.62035897607,275377.9667440635,274528.922870438,277148.737289554,274499.39200994815,275098.7138396889,276422.37614459905,275286.93395675253,273467.28125,275413.0284451223,277047.39446851815,275525.4111383418,274508.7851447206,277775.05883758015,274646.8364042264,275223.6614172089,275791.2162350415,275230.5223497852,273467.28125,275592.5069787791,276822.15117610316,275286.1557321587,274475.1818697156,277483.1542434831,274407.58099804336,273173.11368991825,278757.8842013458,273078.8757913989,273467.28125,273254.7396872153,277793.26852123725,273226.3201856772,274245.77032924583,278040.3910652131,274168.3255918603,273148.1907631367,276790.1857063011,273078.8757913989,273467.28125,273510.58352270094,276515.4064224617,273226.3201856772,274229.37852985115,277595.61113330035,274168.3255918603,273796.6628925121,277045.61920264066,273083.881197582,273467.28125,273895.161020132,276871.7323547148,274104.8949197926,274211.65198533965,277712.9861619144,274168.3255918603,273880.9667809414,276170.51652861683,274821.66540217726,273467.28125,273447.9554249626,276351.45137715945,273621.78540597274,274211.2608680208,277621.35037646064,274168.3255918603,273026.55633097264,277188.17316276627,273299.10699485673,273467.28125,273820.9632930917,277308.1294817653,274546.7609346893,274258.2417149721,277722.56232387206,274168.3255918603
2025-03-16,270116.018,265331.88,269543.19786157116,292605.77289048943,271311.57009452843,277922.25399999996,284974.5165069628,278644.6499183995,275481.6681738408,285747.25,281691.7419073697,291262.75,269444.9381131343,283816.5230963895,277015.875,278488.09375,278885.5117541791,277015.875,277495.9462315991,281076.67914284806,277492.9348900472,277015.875,277659.678191922,282029.86486491415,277715.5952189695,277674.14476328087,283568.3632970959,277785.70087373146,280781.24929664057,281898.9166638863,281030.39908817085,278488.09375,278784.33986341313,283146.6735493856,279039.6402968411,278654.3987045926,281010.58824297896,278426.6442969155,279091.1937566093,278958.4239909829,279144.734092038,278488.09375,279089.43273683236,280187.1418985611,279464.11457195325,279542.7678356516,280588.89296361315,279890.06199521176,278588.41567781044,278798.2896695094,278779.5007720552,278488.09375,278132.152066542,278791.5757339674,278213.3420392729,279264.83968670387,280696.00280662836,278639.28946253133,279200.4029424153,279771.09481934103,278930.1537138595,278488.09375,278807.75844200747,280729.6236758501,278434.1006358391,278955.49416429014,280622.91816411074,278556.8404431328,281056.4809467207,280896.46292440174,280655.18408508797,278488.09375,280293.54296744755,281294.8713775575,280159.1310070676,279348.4793898844,280756.7871584577,278709.3951172933,281856.8094720554,282191.69851738814,281935.7714846351,278488.09375,281598.9227348409,282549.899487715,281865.66582987324,279635.7188465531,280998.82383893995,280415.9299400989,281279.6905982179,281924.10851864394,281327.4545203494,278488.09375,281346.4329578439,282265.372031131,281257.3488655875,279596.9450439267,280839.91486583714,280415.9299400989,278493.8343866305,278932.9939617027,278764.14191268827,278488.09375,278620.12895733176,279763.7264506757,278894.5754418107,279279.82353606797,280545.9815972117,278709.3951172933
