,XGBoost,LightGBM,CatBoost,SVR,KNN,ElasticNet,LSTM,Prophet,SARIMAX,TFT
2024-12-26,0.016399201596806395,0.44669860279441104,0.15615169660678646,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.3807345309381239
2024-12-27,0.0,0.6340039920159679,8.782435129740529e-05,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.3658922155688626
2024-12-28,0.0,0.6322395209580839,0.0,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.36774451097804406
2024-12-29,0.0,0.4649580838323354,0.13529740518962086,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.3997285429141721
2024-12-30,0.0,0.5579800399201599,0.03306187624750497,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.40894211576846334
2024-12-31,0.0,0.5776686626746504,4.79041916167665e-05,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.42226746506986046
2025-01-01,0.0,0.45488223552894236,0.0,0.0,1.596806387225553e-05,0.1399600798403196,0.0,0.0,0.0,0.40514171656686615
2025-01-02,0.0,0.4448063872255491,0.0,0.0,1.596806387225553e-05,0.17684630738522975,0.0,0.0,0.0,0.37833133732534924
2025-01-03,0.0,0.4922155688622755,0.0,0.0,0.0,0.14322554890219558,1.596806387225553e-05,0.0,0.0,0.36454291417165674
2025-01-04,0.0,0.3830658682634728,0.1452295409181638,0.0,0.0,0.10902994011976047,1.596806387225553e-05,0.0,0.0,0.36265868263473056
2025-01-05,0.09520958083832337,0.06611576846307385,0.00023153692614770482,0.0,0.0,0.5040718562874253,1.596806387225553e-05,0.0,0.0,0.33435528942115766
