,XGBoost,LightGBM,ExtraTrees,CatBoost,KNN,SVR,ElasticNet,BayesianRidge,LSTM,Prophet,NeuralProphet,SARIMAX,TBATS,TFT,N-HiTS
2024-12-01,0.0,0.0,0.0,0.21373253493013997,0.1981237524950101,0.0,0.0,0.0,1.596806387225553e-05,0.02636327345309383,0.0,0.0,0.024343313373253503,0.5374211576846304,0.0
2024-12-02,7.984031936127767e-05,0.0,0.0,0.2380678642714571,0.17571257485029945,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.00499800399201597,0.5498443113772453,0.03128143712574852
2024-12-03,0.0,0.06338522954091823,0.0,0.2401197604790421,0.050898203592814356,0.0,0.0,0.0,0.0,0.0,0.019129740518962084,0.0,0.0003912175648702596,0.49355688622754484,0.13251896207584846
2024-12-04,0.0,4.79041916167665e-05,0.0,0.25413972055888284,0.1790898203592815,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,7.185628742514981e-05,0.03615968063872256,0.4375009980039922,0.09297405189620754
2024-12-05,0.0,0.03176047904191617,0.0,0.22693812375249492,0.143065868263473,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,7.185628742514981e-05,0.020047904191616756,0.4508023952095807,0.12729740518962063
2024-12-06,0.0,0.07005988023952092,0.0,0.1719441117764472,0.12837524950099807,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,7.984031936127767e-05,0.013253493013972056,0.4412534930139721,0.17501796407185619
2024-12-07,0.0,0.14975648702594818,0.0,0.028423153692614778,0.13945708582834324,0.000582834331337325,0.0,0.0,3.193612774451106e-05,0.0,0.0,0.046666666666666655,2.395209580838325e-05,0.4601037924151697,0.17495409181636734
2024-12-08,0.0,0.15575249500998015,0.0,0.0044790419161676665,0.14186826347305392,0.0,0.0,0.0,3.193612774451106e-05,0.0,0.0,0.01899401197604792,2.395209580838325e-05,0.4965109780439123,0.18233932135728556
2024-12-09,0.0,0.1746347305389222,0.0,0.0,0.03575249500998004,0.11968063872255494,0.0,0.0,0.0,0.0,0.0,0.03528143712574851,0.021940119760479045,0.5187624750499001,0.09394810379241521
2024-12-10,3.193612774451106e-05,0.11785229540918163,0.0,0.009389221556886233,1.596806387225553e-05,0.22684231536926147,0.0,0.0,0.00010379241516966087,0.0,0.0,0.07475449101796415,0.024582834331337323,0.5161596806387228,0.030267465069860278
2024-12-11,0.0,0.09522554890219564,0.0,0.0,0.10194011976047908,0.08590019960079844,0.0,0.0,0.0013253493013972077,0.030459081836327357,0.0,0.0707385229540918,0.016910179640718566,0.597500998003992,0.0
2024-12-12,0.0,0.014842315369261469,0.0,0.0,0.03920159680638723,0.1568143712574852,0.0,0.0,0.021628742514970066,0.09110578842315373,0.0,0.0,0.00025548902195608833,0.6485508982035932,0.02760079840319361
2024-12-13,0.0,0.04000798403193614,0.0,0.0,0.07051497005988025,0.1378682634730538,0.0,0.0,0.00015169660678642747,0.08748902195608776,0.0,0.0,0.00011177644710578857,0.6531097804391217,0.010746506986027943
2024-12-14,0.0,0.024000000000000007,0.0,0.0,0.12227544910179641,0.12988423153692624,0.0,0.0,0.0,0.06720159680638726,0.0,0.0,2.395209580838325e-05,0.6566147704590816,0.0
2024-12-15,0.0,6.387225548902212e-05,0.0,0.0,0.13782834331337335,0.10527744510978046,0.0,0.0,0.0,0.09550499001996011,0.0,0.0,0.011097804391217572,0.6502275449101801,0.0
2024-12-16,0.0,0.04102994011976049,5.5888223552894286e-05,0.0,0.168375249500998,0.010850299401197618,0.0,0.0,0.0,0.15416367265469066,0.0,0.0,0.0005269461077844326,0.5817724550898208,0.043225548902195626
2024-12-17,0.0,0.040487025948103855,5.5888223552894286e-05,0.0,0.1591377245508983,0.0,0.0,0.0,0.0,0.2287265469061877,0.0,0.0,0.00013572854291417176,0.5520479041916172,0.019409181636726565
2024-12-18,0.0,0.0,3.193612774451106e-05,0.05223153692614773,0.09512175648702599,0.11904990019960084,0.0,0.0,0.0,0.09419560878243513,0.0,0.0,0.00023952095808383277,0.6373652694610773,0.0017644710578842348
2024-12-19,0.0,0.0,0.0,0.17112974051896196,0.0,0.06635528942115762,0.0,0.0,0.0,0.03904990019960084,0.0,0.0,0.00011177644710578857,0.7233532934131737,0.0
2024-12-20,0.0,0.0,0.0,0.12526147704590826,0.0,0.11110578842315375,0.0,0.0,1.596806387225553e-05,0.029948103792415175,0.0,0.0,4.79041916167665e-05,0.7014930139720558,0.03212774451097806
2024-12-21,0.0,6.387225548902212e-05,0.0,0.0855089820359282,0.0,0.13459481037924154,0.0,0.0,1.596806387225553e-05,0.03468263473053896,0.0,0.0,5.5888223552894286e-05,0.6982035928143716,0.04687425149700601
2024-12-22,0.0,0.0,0.0,0.11470658682634735,0.0,0.09778043912175655,0.0,0.0,1.596806387225553e-05,0.010754491017964081,0.0,0.0,0.004095808383233535,0.7353293413173653,0.03731736526946107
2024-12-23,0.0,0.0,0.0,0.06301796407185639,0.0,0.13422754491017974,0.0,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.011536926147704591,0.7019001996007987,0.08930139720558887
2024-12-24,0.0,0.0,0.0,0.18181237524950103,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.03917764471057885,0.7379640718562877,0.04102994011976049
2024-12-25,0.0,0.1658522954091819,0.0,0.09168862275449108,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.03716566866267468,0.2577405189620758,0.44753692614770463
