,XGBoost,LightGBM,ExtraTrees,CatBoost,KNN,SVR,ElasticNet,BayesianRidge,LSTM,Prophet,NeuralProphet,SARIMAX,AR_Eco,TFT,N-HiTS
2024-12-01,0.0,0.03927281728097091,0.0,0.0,0.0,0.09318036312147222,0.0,0.0,0.0,0.0,0.0,0.09070480152354764,0.0,0.5466280317546443,0.23021398631936485
2024-12-02,0.0,0.012072742946466375,0.0,0.0,0.0,0.11003092208730521,0.0,0.0,0.0,0.0,0.0,0.10639240496630699,0.0,0.5407755102565281,0.23072841974339328
2024-12-03,0.0,0.06706306929821018,0.0,0.0,0.0,0.06847207316802728,0.0,0.0,0.0,0.0,0.0,0.10175628351130415,0.0,0.5079489631076747,0.2547596109147837
2024-12-04,0.0,0.03276749666404776,0.0,0.0,0.0,0.08634459514973845,0.0,0.0,0.0,0.0,0.0,0.12313925792829405,0.0,0.5191669874390198,0.23858166281890003
2024-12-05,0.0,0.030252275767993306,0.0,0.0,0.0,0.09035555253680126,0.0,0.0,0.0,0.0,0.0,0.14099968264711885,0.0,0.48218971835727714,0.25620277069080943
2024-12-06,0.0,0.04573247487278728,0.0,0.0,0.0,0.0877132083971944,0.0,0.0,0.0,0.0,0.0,0.1448365209332103,0.0,0.46573855884300686,0.2559792369538012
2024-12-07,0.0,0.040754003499172686,0.0,0.0,0.0,0.0894596755747373,0.0,0.0,0.0,0.0,0.0,0.14394225620540635,0.0,0.4699790467457197,0.2558650179749641
2024-12-08,0.0,0.03251700723845572,0.0,0.0,0.0,0.08986485992098957,0.0,0.0,0.0,0.0,0.0,0.1426032849339084,0.0,0.47674891168809785,0.2582659362185485
2024-12-09,0.0,0.026156710745047246,0.0,0.0,0.0,0.11043837418651901,0.0,0.0,0.0,0.0,0.0,0.14525013311652146,0.0,0.48118199697620784,0.23697278497570448
2024-12-10,0.0,0.04387492134778265,0.0,0.005532602206585964,0.0,0.10293187386226382,0.0,0.0,0.0,0.0,0.0,0.12820517530745607,0.0,0.48500124980957515,0.23445417746633648
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.09173294684272569,0.0,0.0,0.0,0.0,0.0,0.15625465908642375,0.0,0.5425891244180914,0.2094232696527592
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.08441237016791903,0.0,0.0,0.0,0.0,0.0,0.17222286441088133,0.0,0.516149211493227,0.22721555392797266
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0843190898072084,0.0,0.0,0.0,0.0,0.0,0.13352635529527038,0.0,0.5687644659296968,0.21339008896782455
2024-12-14,0.0,0.0,0.0,0.0,0.0,0.08534087279187928,0.0,0.0,0.0,0.0,0.0,0.0958210402306957,0.0,0.6102335922216652,0.20860449475575993
2024-12-15,0.0,0.0,0.0,0.0,0.0,0.08144664146772919,0.0,0.0,0.0,0.0,0.0,0.10118030790729486,0.0,0.602408706448903,0.2149643441760729
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.08941624207689676,0.0,0.0,0.0,0.0,0.0,0.11621133092227803,0.0,0.5840781294729367,0.21029429752788845
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.09860688473286625,0.0,0.0,0.0,0.0,0.0,0.14546941786073714,0.0,0.5505198476066667,0.20540384979972998
2024-12-18,0.0,0.0,0.0,0.025252715522359664,0.0,0.1028963456103466,0.0,0.0,0.0,0.0,0.0,0.147874927198052,0.0,0.5493773017424466,0.17459870992679513
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.09576908965232897,0.0,0.0,0.0,0.0,0.0,0.04699026614784353,0.0,0.7146852102560965,0.142555433943731
2024-12-20,0.0,0.0,0.0,0.015112852212519647,0.0,0.08719495265146267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534186563109497,0.1442735388250679
2024-12-21,0.0,0.0,0.0,0.0,0.0,0.09209462147597074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765886408311635,0.1420189702123943
2024-12-22,0.0,0.0,0.0,0.0,0.0,0.06641799212048367,0.0,0.0,0.0,0.0022373652958758497,0.0,0.0,0.0,0.7837020844096192,0.14764255817402133
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.05198446564409183,0.0,0.0,0.0,0.00654265834673223,0.0,0.0,0.0,0.8172958742799336,0.12417700172924237
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.057504146282509105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026576522214492,0.13983820149604156
2024-12-25,0.0,0.03237490067646982,0.0,0.12783667332654164,0.0,0.021650872391498772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626520932361393,0.25548546036935055
2024-12-26,0.0,0.0,0.0,0.13731810246679224,0.0,0.0541494727298879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286335657944287,0.2798988590088912
2024-12-27,0.0,0.0014264206976999161,0.0,0.14561569734486582,0.0,0.021611477841062904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204878909710628,0.3108585131453083
