,XGBoost,LightGBM,ExtraTrees,CatBoost,KNN,SVR,ElasticNet,BayesianRidge,LSTM,Prophet,NeuralProphet,SARIMAX,AR_Eco,TFT,N-HiTS
2024-12-01,0.0,0.0,0.0,0.004239520958083835,0.08489421157684628,0.02458283433133734,0.0,0.0,1.596806387225553e-05,0.18946906187624765,0.0,0.13440319361277447,0.0,0.10713772455089825,0.45525748502994023
2024-12-02,0.11160878243512977,0.0,0.0,0.020566866267465084,0.09854690618762477,0.0,0.0,0.0,1.596806387225553e-05,0.041453093812375275,0.0,0.28536526946107793,0.0,0.03219161676646705,0.41025149700598795
2024-12-03,0.08970858283433135,0.0,0.0,0.06014371257485031,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.0,0.0,0.27143313373253497,0.0,0.07886626746506988,0.4998323353293416
2024-12-04,0.0,0.0,0.0,0.05299001996007984,0.10493413173652688,0.0,0.0,0.0,1.596806387225553e-05,0.05726946107784433,0.0,0.1363273453093812,0.0,0.19181636726546916,0.4566467065868263
2024-12-05,0.0,0.0,0.0,0.12404790419161678,0.032335329341317394,0.0,0.0,0.0,1.596806387225553e-05,0.029445109780439137,0.0,0.0820918163672654,0.0,0.31144910179640717,0.42061477045908197
2024-12-06,0.0,0.0,0.0,0.13044311377245527,0.04205988023952099,0.0,0.0,0.0,1.596806387225553e-05,0.02552495009980041,0.0,0.08156487025948109,0.0,0.30728942115768487,0.413101796407186
2024-12-07,0.0,0.0,0.0,0.14019960079840313,0.059504990019960076,0.0,0.0,0.0,1.596806387225553e-05,0.006546906187624753,0.0,0.1331257485029941,0.0,0.30190019960079856,0.3587065868263475
2024-12-08,0.0,0.0,0.0,0.17764471057884218,0.02019960079840321,0.0,0.0,0.0,0.0,0.01850698602794412,0.0,0.07409181636726542,0.0,0.36127744510978044,0.3482794411177644
2024-12-09,0.0,0.0,0.0,0.08427145708582835,1.596806387225553e-05,0.14929341317365272,0.0,0.0,0.0,0.0014291417165668687,0.0,0.09660678642714568,0.0,0.3795449101796408,0.2888383233532932
2024-12-10,0.0,0.0,0.0,0.016271457085828337,1.596806387225553e-05,0.21556886227544922,0.0,0.0,0.0,0.042730538922155684,0.0,0.03768463073852295,0.0,0.4142115768463075,0.27351696606786413
2024-12-11,0.0,0.0,0.0,0.0,0.07708582834331337,0.09873852295409184,0.0,0.0,0.0,0.11411576846307382,0.0,4.79041916167665e-05,0.0,0.47328542914171656,0.23672654690618775
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.10176447105788428,0.0,0.0,1.596806387225553e-05,0.1954331337325351,0.0,7.984031936127767e-05,0.0,0.3517844311377245,0.35092215568862295
2024-12-13,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.09004391217564876,0.0,0.0,0.0,0.23346906187624758,0.0,7.984031936127766e-06,0.0,0.33642315369261466,0.34003992015968065
2024-12-14,0.0,0.0,0.0,0.0,0.006666666666666672,0.1369740518962076,0.0,0.0,0.0,0.22980439121756496,0.0,0.0,0.0,0.30176447105788406,0.32479041916167684
2024-12-15,0.0,0.0,0.0,3.193612774451106e-05,0.0224191616766467,0.14278642714570858,0.0,0.0,0.0,0.23742914171656693,0.0,7.984031936127766e-06,0.0,0.30360878243512973,0.29371656686626757
2024-12-16,0.0,0.0,0.0,3.193612774451106e-05,0.15997604790419173,0.0046946107784431165,0.0,0.0,0.0,0.21231137724550914,0.0,7.984031936127766e-06,0.0,0.28820758483033954,0.3347704590818366
2024-12-17,0.0,0.0,0.0,4.79041916167665e-05,0.18019161676646717,0.0271297405189621,0.0,0.017532934131736542,0.0,0.25564071856287446,0.0,4.79041916167665e-05,0.0,0.2585229540918164,0.2608862275449103
2024-12-18,0.0,0.0,0.0,0.0007904191616766477,0.000902195608782436,0.17659880239520978,0.0,0.11821157684630737,0.0,0.17996007984031945,0.0,4.79041916167665e-05,0.0,0.2557524950099803,0.2677365269461078
2024-12-19,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.2952015968063873,0.0,0.0,0.0,0.01488223552894212,0.0,0.0,0.0,0.49409181636726524,0.19580838323353303
2024-12-20,0.0,0.0,0.0,3.992015968063883e-05,1.596806387225553e-05,0.28218762475049886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196247504990023,0.1981317365269462
2024-12-21,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.236431137724551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5753852295409176,0.18816766467065885
2024-12-22,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.21714970059880254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5774051896207587,0.20542914171656712
2024-12-23,0.0,0.0,0.0,0.0,1.596806387225553e-05,0.20134930139720567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745788423153696,0.22405588822355307
2024-12-24,0.0,0.0,0.0,3.992015968063883e-05,1.596806387225553e-05,0.2045908183632735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615808383233538,0.2337724550898204
2024-12-25,0.029093812375249484,0.0,0.0,0.16983632734530937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45719760479041927,0.3438722554890217
2024-12-26,0.0,0.0,0.0,0.1700918163672656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42764071856287467,0.4022674650698605
2024-12-27,0.0,0.022706586826347314,0.0,0.13074650698602797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4447025948103796,0.4018443113772457
2024-12-28,0.0,0.022802395209580835,0.0,0.1716007984031937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44799999999999995,0.3575968063872256
2024-12-29,0.0,0.0205429141716567,0.0,0.17736526946107797,0.0,1.596806387225553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45754890219560906,0.34452694610778445
