date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,direct_radiation
2010-01-02,-3.4421376623376623,76.8737064935065,-6.985671038961039,-8.738854545454545,93.83982467532468,,15.879606493506495,32.876883116883114,2.0010822077922077
2010-01-03,-4.371087792207792,79.76237662337662,-7.436888831168831,-8.566953246753247,83.18506493506493,,8.055262987012988,17.40818051948052,6.162878701298701
2010-01-04,-4.943165974025974,82.06130779220778,-7.610184415584415,-8.979555844155843,79.55140909090909,,6.855941948051948,13.954674025974025,13.316018181818182
2010-01-05,-5.135887662337662,83.6541,-7.52217012987013,-9.332675324675325,96.12229220779221,,7.978628961038961,17.687727272727273,6.824133766233766
2010-01-06,-4.526444805194805,86.38888311688312,-6.481342207792208,-8.11230077922078,91.26298701298701,,4.542372207792208,10.463961558441559,3.4404761038961036
2010-01-07,-6.268192857142857,81.02611688311688,-9.079096103896104,-10.409801298701298,84.10714285714286,,6.712913636363637,13.232725974025973,18.12012987012987
2010-01-08,-4.699767272727272,87.87845454545455,-6.412700649350649,-10.125542207792208,99.98268181818182,,17.180797402597403,34.327596103896106,0.16450216883116883
2010-01-09,-3.3225218181818184,90.90012987012987,-4.599658961038961,-7.7924753246753236,99.75324675324676,,12.071288311688312,24.07578051948052,0.8549783896103896
2010-01-10,-3.4674892207792207,91.30546753246753,-4.684913896103896,-7.373986233766233,99.35335714285713,,8.078777922077922,16.815,0.38095238961038963
2010-01-11,-7.214919090909091,89.44855324675325,-8.673631168831168,-11.011579220779222,83.49188311688312,,4.554037142857143,8.86948051948052,8.712120779220779
2010-01-12,-7.871628571428571,90.2650155844156,-9.197981428571428,-12.13312987012987,80.79707792207792,,7.456809090909091,14.676037662337663,10.113094805194805
2010-01-13,-4.559913896103896,90.52402077922078,-5.8849681818181825,-8.82982077922078,92.07792207792208,,9.635103896103896,19.98662077922078,7.396103896103896
2010-01-14,-3.4889720779220776,89.89123376623377,-4.9242259740259735,-7.789722727272727,92.14177272727274,,10.498537662337661,20.82292077922078,6.450757662337662
2010-01-15,-4.319464285714286,91.02432467532466,-5.583262987012987,-8.209026363636363,91.92857142857143,,7.242846233766234,14.132532467532467,8.369588311688311
2010-01-16,-4.2500110389610395,89.03966233766234,-5.8028246753246755,-9.086287012987013,77.84524025974025,,13.570192207792209,27.07071428571429,17.955085714285715
2010-01-17,-1.5540422727272727,90.7384025974026,-2.8826406493506496,-6.277347272727273,99.3657987012987,,15.142079220779221,31.731036363636363,0.633658025974026
2010-01-18,-0.36372833766233764,93.05835974025975,-1.3655953246753247,-3.7382372727272726,84.87878571428571,,7.222477142857143,15.793442857142857,6.397186233766234
2010-01-19,-1.0326948051948053,94.53593506493506,-1.814161168831169,-4.113980779220779,83.0855,,4.8221181818181815,9.442207792207792,11.6737012987013
2010-01-20,-4.76932948051948,90.81116233766234,-6.04808961038961,-8.877362987012987,82.15151298701299,,8.6648812987013,17.629285714285714,12.126081818181818
2010-01-21,-9.593138051948053,85.40995324675325,-11.599822077922077,-13.998855844155845,80.80086363636364,,7.260322077922078,14.083831168831168,11.785714285714286
2010-01-22,-11.633262337662337,84.40308571428571,-13.755502597402598,-16.203035064935065,52.09956753246753,,7.3399903896103895,14.399805194805197,28.619048051948056
2010-01-23,-12.327607792207793,85.95900389610391,-14.20634155844156,-16.795563636363635,54.82413636363636,,6.497152727272727,13.51422077922078,34.42640649350649
2010-01-24,-9.925172727272727,84.89732207792207,-11.9992,-14.858437662337662,94.69967532467533,,10.693152467532467,22.31941298701299,14.515693506493506
2010-01-25,-7.924334675324675,82.3973025974026,-10.435401298701299,-12.817082337662338,98.63907142857143,,11.093007272727274,23.195453246753246,13.730519480519481
2010-01-26,-11.84432948051948,79.40903376623376,-14.72576883116883,-16.603671428571428,32.90422077922078,,8.42248961038961,17.141688311688313,34.83171038961039
2010-01-27,-11.819680519480519,74.10520779220779,-15.568193506493506,-17.29966103896104,81.6342012987013,,13.070141558441557,25.03071038961039,38.824133766233764
2010-01-28,-2.6363745454545455,82.69463636363636,-5.192516363636363,-8.463932467532468,83.57900649350648,,20.789276623376622,43.342796103896106,11.670454545454545
2010-01-29,-1.8496050649350648,84.51884025974026,-4.13604974025974,-7.07064064935065,98.14448051948052,,17.465048051948052,34.80681558441559,12.306818181818182
2010-01-30,-4.38724025974026,83.58616883116883,-6.809048051948052,-9.127486623376623,71.92857142857143,,12.255292597402597,24.697403896103896,29.792749350649352
2010-01-31,-7.462835974025974,85.48665844155845,-9.518571428571429,-12.009363636363636,75.72998051948052,,9.204208571428572,18.777077922077922,23.449135064935064
2010-02-01,-5.8321000000000005,82.53576623376624,-8.380638961038962,-10.795008311688312,78.53842207792208,,12.740834415584416,25.894675324675326,26.19372207792208
2010-02-02,-3.327743376623377,79.51661038961039,-6.429827012987013,-8.984558961038962,86.2987012987013,,18.80191818181818,38.02227012987013,32.90043246753247
2010-02-03,-2.9578302597402595,87.92519090909092,-4.717353766233766,-7.375648051948052,48.35876623376623,,11.6841,25.86603896103896,20.187228571428573
2010-02-04,-3.1329924675324676,88.71124155844156,-4.773305974025974,-7.483584415584415,89.24404545454546,,11.162335064935066,22.37298831168831,33.46536753246753
2010-02-05,-0.4637012727272728,88.6311038961039,-2.1422455844155843,-4.8429987012987015,98.49404545454546,,13.379167532467532,28.1437012987013,8.611471428571429
2010-02-06,-2.7435174025974027,88.7315025974026,-4.374307792207793,-6.829057142857143,70.05140909090909,,9.692976623376623,19.095974025974026,19.383116883116884
